Nombres,Servidores,Clases,Cotas,Ganados,Perdidos,Niveles,% Winrate,Puntos
Unmercey,Terra Cogita,Zobal,1052,10,7,200.0,58.82,941
Chichi-dbz,Herdegrize,Feca,1058,16,15,200.0,51.61,941
Dindinho,Terra Cogita,Aniripsa,1102,8,5,200.0,61.54,941
Pelacur-saya,Herdegrize,Yopuka,1080,6,5,200.0,54.55,940
Qenz,Terra Cogita,Sram,983,21,16,200.0,56.76,940
Ouwe-ll,Oshimo,Feca,1058,9,5,200.0,64.29,940
Univers-All,Oshimo,Xelor,1023,14,10,200.0,58.33,939
Richard-Stallma,Terra Cogita,Ocra,955,20,16,200.0,55.56,939
Lee-Vrogne,Oshimo,Pandawa,1080,50,75,200.0,40.0,938
Sky-Ny,Oshimo,Xelor,999,42,45,200.0,48.28,936
Espadachin-Mort,Brutas,Sram,977,24,20,200.0,54.55,935
Dariel-Kun,Brutas,Yopuka,1034,8,4,200.0,66.67,933
Naklar,Dodge,Steamer,995,10,2,200.0,83.33,933
Lotuz,Brutas,Sacrogrito,991,20,18,200.0,52.63,932
Vortex-show,Oshimo,Sram,1012,26,27,200.0,49.06,932
Chelmeo,Herdegrize,Pandawa,979,19,13,200.0,59.38,931
Ken-Staf,Herdegrize,Xelor,1040,12,8,200.0,60.0,930
Zzbouby-Jr,Terra Cogita,Ocra,934,38,40,200.0,48.72,928
Penne-ice,Terra Cogita,Anutrof,970,13,5,200.0,72.22,928
Youkha,Terra Cogita,Anutrof,972,34,35,200.0,49.28,928
Choubaqa,Oshimo,Zurcarak,997,15,11,200.0,57.69,927
Catoco-tupapa,Brutas,Xelor,1037,13,9,200.0,59.09,927
Jaider-ll,Brutas,Yopuka,933,37,37,200.0,50.0,926
Plasmon,Grandapan,Ocra,863,19,13,200.0,59.38,925
Timeoutmf,Terra Cogita,Xelor,871,22,17,200.0,56.41,925
Kanade-Tachiban,Terra Cogita,Yopuka,983,16,11,200.0,59.26,925
Mokless,Terra Cogita,Pandawa,882,22,17,200.0,56.41,925
Kiid-Ink,Brutas,Ocra,891,25,21,200.0,54.35,925
Reydens,Brutas,Feca,947,25,21,200.0,54.35,925
Anthoeni,Terra Cogita,Aniripsa,853,10,1,200.0,90.91,925
Rakiitic,Brutas,Sram,866,13,5,200.0,72.22,925
Itachii-u,Brutas,Zurcarak,909,25,21,200.0,54.35,925
Excaliibure,Terra Cogita,Yopuka,836,22,17,200.0,56.41,925
Srlol,Brutas,Zobal,977,10,1,200.0,90.91,925
Spyrg,Oshimo,Sram,902,46,49,200.0,48.42,925
Woodyy,Terra Cogita,Sram,935,19,13,200.0,59.38,925
Wolsk,Brutas,Anutrof,838,10,1,200.0,90.91,925
Reapek,Terra Cogita,Zurcarak,915,16,9,200.0,64.0,925
Steal-Time,Brutas,Xelor,874,22,17,200.0,56.41,925
Killer-face,Herdegrize,Zurcarak,840,31,29,200.0,51.67,925
Var-Ane,Oshimo,Pandawa,901,19,13,200.0,59.38,925
Bdg-Boushkyy,Oshimo,Xelor,922,28,25,200.0,52.83,925
Nimri,Brutas,Aniripsa,928,31,29,200.0,51.67,925
Day-One,Brutas,Ocra,903,49,53,200.0,48.04,925
Yopuca-supremo,Brutas,Yopuka,878,22,17,200.0,56.41,925
Michto-Breh,Terra Cogita,Feca,969,19,13,200.0,59.38,925
Kaidjine,Terra Cogita,Feca,933,10,1,200.0,90.91,925
Abuse-marin,Herdegrize,Steamer,879,19,13,200.0,59.38,925
Zoro-Dcopain,Herdegrize,Sram,885,10,1,200.0,90.91,925
Dack-Tine,Brutas,Yopuka,874,70,81,200.0,46.36,925
Diiodar,Terra Cogita,Osamodas,972,24,22,200.0,52.17,924
Zatyro,Brutas,Ocra,968,11,6,200.0,64.71,924
Nsg-Bigbang,Oshimo,Tymador,973,23,22,200.0,51.11,924
Yui-dess,Herdegrize,Sram,1015,9,3,200.0,75.0,920
Akiles-mando,Brutas,Feca,1058,14,13,200.0,51.85,920
Morro-Roy,Brutas,Zurcarak,897,22,17,200.0,56.41,918
Nord-Sud,Terra Cogita,Feca,1073,13,12,200.0,52.0,917
Redolph-Laterre,Oshimo,Ocra,1055,7,7,200.0,50.0,917
Iroshim,Brutas,Tymador,986,14,9,200.0,60.87,914
Miss-Yolo,Oshimo,Aniripsa,1090,16,17,200.0,48.48,913
Atsumu-Miya,Oshimo,Sram,942,27,24,200.0,52.94,913
Aga,Brutas,Aniripsa,1132,10,11,200.0,47.62,913
Bombatriste,Herdegrize,Tymador,982,11,5,200.0,68.75,912
Thugia,Oshimo,Yopuka,958,29,27,200.0,51.79,912
Missiz-express,Terra Cogita,Sram,981,30,30,200.0,50.0,912
Angel-yopx,Brutas,Yopuka,956,12,4,200.0,75.0,911
Lady-panda,Terra Cogita,Pandawa,981,30,28,200.0,51.72,911
La-Greygoose,Herdegrize,Pandawa,707,30,28,200.0,51.72,911
Hinoara,Herdegrize,Xelor,1052,12,8,200.0,60.0,911
Fellien,Oshimo,Aniripsa,1056,17,14,200.0,54.84,910
Cecs,Brutas,Sram,962,14,7,200.0,66.67,910
Girasoli,Herdegrize,Ocra,947,13,6,200.0,68.42,908
Mitsukit,Brutas,Yopuka,997,13,13,200.0,50.0,906
Ivhy,Brutas,Aniripsa,1022,24,20,200.0,54.55,906
Sangozinkou,Herdegrize,Sacrogrito,1097,30,44,200.0,40.54,906
Madeliia,Oshimo,Aniripsa,1009,15,8,200.0,65.22,905
Nepapeur,Herdegrize,Yopuka,969,32,31,200.0,50.79,905
Il-Herpes,Herdegrize,Xelor,988,30,28,200.0,51.72,905
Budhator,Herdegrize,Aniripsa,1049,19,17,200.0,52.78,905
Navalla,Herdegrize,Aniripsa,1060,11,6,200.0,64.71,904
Boltape,Oshimo,Yopuka,1004,18,17,200.0,51.43,904
Anotherone,Herdegrize,Ocra,937,18,13,200.0,58.06,903
Aidoss,Terra Cogita,Zobal,982,24,20,200.0,54.55,902
Sombre-spiritue,Herdegrize,Pandawa,1006,29,31,200.0,48.33,902
Vittellus,Oshimo,Sram,934,102,124,200.0,45.13,902
Arequiipe,Brutas,Feca,1018,9,1,200.0,90.0,901
Blood-Dead,Grandapan,Sacrogrito,874,33,32,200.0,50.77,900
Tricksol,Herdegrize,Sacrogrito,909,102,124,200.0,45.13,900
Sangris-Ging,Brutas,Osamodas,907,33,32,200.0,50.77,900
Breke-mio,Brutas,Yopuka,885,27,24,200.0,52.94,900
Zouk-Bawara,Herdegrize,Feca,955,39,40,200.0,49.37,900
Hero-kaki,Terra Cogita,Xelor,950,45,48,200.0,48.39,900
Suntory,Brutas,Aniripsa,946,21,16,200.0,56.76,900
Raykingf,Brutas,Ocra,892,24,20,200.0,54.55,900
Ollafgo,Oshimo,Yopuka,898,27,24,200.0,52.94,900
Drynhorrow,Dodge,Ocra,834,12,4,200.0,75.0,900
Izipilemonsquee,Herdegrize,Steamer,878,42,44,200.0,48.84,900
Don-kbomm,Brutas,Tymador,845,33,32,200.0,50.77,900
Jeankevinlopez,Brutas,Sram,917,54,60,200.0,47.37,900
Bachata,Oshimo,Yopuka,914,24,20,200.0,54.55,900
Dr-Al,Herdegrize,Aniripsa,1003,36,36,200.0,50.0,900
Robby-polaire,Oshimo,Zobal,911,12,4,200.0,75.0,900
Oku-ninguemda,Brutas,Yopuka,892,18,12,200.0,60.0,900
Il-princesse,Herdegrize,Tymador,882,30,28,200.0,51.72,900
Miidorii,Brutas,Aniripsa,969,12,4,200.0,75.0,900
Hambo,Oshimo,Feca,922,21,16,199.0,56.76,900
Hinataa,Grandapan,Yopuka,840,15,8,200.0,65.22,900
Verredo,Terra Cogita,Sram,946,60,68,200.0,46.88,900
Orthographe,Herdegrize,Tymador,906,36,36,200.0,50.0,900
Espartano-lenda,Brutas,Yopuka,861,33,32,200.0,50.77,900
Pipoterie,Terra Cogita,Zobal,942,36,36,200.0,50.0,900
Taelus,Brutas,Sacrogrito,873,15,8,200.0,65.22,900
Inei,Brutas,Sram,925,24,20,200.0,54.55,900
Red-Slone,Herdegrize,Xelor,965,27,24,200.0,52.94,900
Ibuprofeno-xd,Brutas,Aniripsa,993,21,16,200.0,56.76,900
Relota-Noko,Brutas,Sram,904,21,16,200.0,56.76,900
Gucx,Brutas,Sacrogrito,926,18,12,199.0,60.0,900
Cuidados-intens,Brutas,Aniripsa,990,15,8,200.0,65.22,900
Estenoesveigar,Brutas,Sacrogrito,942,18,12,200.0,60.0,900
New-Quake,Brutas,Aniripsa,977,15,8,200.0,65.22,900
Manestra,Herdegrize,Feca,929,15,8,200.0,65.22,900
Gabisama,Brutas,Sacrogrito,946,30,28,200.0,51.72,900
Ka-nade,Brutas,Pandawa,1068,7,4,200.0,63.64,900
Alxanderh,Brutas,Ocra,904,15,8,200.0,65.22,900
Tommy-pvp,Grandapan,Osamodas,892,18,12,200.0,60.0,900
Huck,Brutas,Anutrof,843,18,12,200.0,60.0,900
Lord-Target,Oshimo,Ocra,848,15,8,200.0,65.22,900
Villal,Brutas,Ocra,903,18,12,200.0,60.0,900
Pangaea,Oshimo,Yopuka,927,27,24,199.0,52.94,900
Friiksi,Terra Cogita,Sram,959,16,10,200.0,61.54,900
Turquilla,Brutas,Osamodas,978,28,26,200.0,51.85,899
Bien-cuit,Oshimo,Sram,950,26,23,200.0,53.06,897
Serfeka,Brutas,Feca,1026,21,20,200.0,51.22,894
Chert,Grandapan,Sadida,1044,15,9,200.0,62.5,892
Pcdo,Brutas,Osamodas,977,35,36,200.0,49.3,891
Zacriermandabru,Brutas,Tymador,936,23,19,200.0,54.76,890
Giedre,Oshimo,Feca,1067,15,15,200.0,50.0,890
Eyd,Oshimo,Sram,958,22,18,200.0,55.0,889
Multex-arc,Oshimo,Ocra,1017,9,8,200.0,52.94,889
Armop,Oshimo,Yopuka,979,21,18,200.0,53.85,889
Sousma,Oshimo,Aniripsa,1139,7,6,200.0,53.85,888
Ishtar-str,Brutas,Ocra,920,51,61,200.0,45.54,888
Ginecologue,Oshimo,Pandawa,984,29,30,200.0,49.15,886
Ghost-mamba,Terra Cogita,Feca,988,29,27,200.0,51.79,883
Ant-t,Herdegrize,Sram,1004,11,6,200.0,64.71,883
Nicrox-e,Brutas,Sram,1133,10,15,200.0,40.0,882
Ddouze,Herdegrize,Osamodas,914,26,23,200.0,53.06,880
Ineya,Oshimo,Aniripsa,1103,10,9,200.0,52.63,876
Kalaw,Terra Cogita,Sram,998,24,26,200.0,48.0,876
Nefistopholes,Brutas,Ocra,894,17,11,200.0,60.71,875
Ho-rux,Grandapan,Yopuka,838,23,19,200.0,54.76,875
Ivar-os,Herdegrize,Sram,861,32,31,200.0,50.79,875
Deisonxt,Brutas,Feca,854,41,43,200.0,48.81,875
Dipironas,Brutas,Aniripsa,934,14,7,200.0,66.67,875
Kazarr,Brutas,Zobal,969,23,19,200.0,54.76,875
Khaleesys,Brutas,Aniripsa,967,14,7,200.0,66.67,875
Shqiponjakuqezi,Oshimo,Sram,927,53,59,200.0,47.32,875
Jonsu-l,Brutas,Feca,849,14,7,200.0,66.67,875
Brandaoo-Br,Brutas,Yopuka,918,56,63,200.0,47.06,875
Pain-s,Brutas,Zobal,942,17,11,200.0,60.71,875
Rukia-kuchikii,Brutas,Aniripsa,954,11,3,200.0,78.57,875
Curas-pt,Brutas,Aniripsa,941,44,47,200.0,48.35,875
Liliveth,Brutas,Sacrogrito,848,14,7,200.0,66.67,875
Kingog,Herdegrize,Xelor,984,11,3,199.0,78.57,875
Cleptopatre,Oshimo,Sram,924,11,3,200.0,78.57,875
Kura-Chetou,Herdegrize,Yopuka,913,11,3,200.0,78.57,875
Sarva,Brutas,Zobal,932,23,19,200.0,54.76,875
Shields-Dante,Brutas,Feca,895,29,27,200.0,51.79,875
Zwedy,Oshimo,Pandawa,967,29,27,200.0,51.79,875
Maupas-zauber,Grandapan,Xelor,864,17,11,200.0,60.71,875
Blublim,Brutas,Sacrogrito,902,14,7,200.0,66.67,875
Dreed,Brutas,Yopuka,984,9,2,200.0,81.82,873
Niigga,Brutas,Xelor,1087,9,8,200.0,52.94,872
Kana-p,Herdegrize,Aniripsa,993,12,7,200.0,63.16,872
Disappear,Brutas,Sram,1001,9,3,200.0,75.0,870
Waam,Dodge,Sram,926,40,42,200.0,48.78,870
Lexiizz,Oshimo,Feca,1007,18,13,200.0,58.06,869
Rolex-l,Terra Cogita,Xelor,1012,30,30,200.0,50.0,868
Rorolebienveill,Oshimo,Osamodas,1002,15,11,200.0,57.69,868
Cireth,Brutas,Ocra,938,17,13,200.0,56.67,867
Shonics,Oshimo,Xelor,896,68,80,200.0,45.95,866
Metx,Dodge,Zurcarak,1055,83,106,200.0,43.92,863
Chris-Jim,Brutas,Ocra,900,51,58,200.0,46.79,860
Sold-Temp,Brutas,Xelor,1053,8,3,200.0,72.73,860
Aroufhennibraik,Herdegrize,Sadida,986,23,20,200.0,53.49,859
Venorth,Brutas,Zurcarak,984,9,4,200.0,69.23,857
War-rior,Dodge,Pandawa,1042,8,4,200.0,66.67,856
Surveyvor,Herdegrize,Sacrogrito,967,23,21,200.0,52.27,856
Yht,Brutas,Sram,1030,9,6,200.0,60.0,855
Janeider,Grandapan,Ocra,909,34,34,200.0,50.0,853
Jte-fougue,Herdegrize,Zobal,978,13,6,200.0,68.42,852
Skull-Faucheur,Terra Cogita,Sram,975,30,32,200.0,48.39,852
Il-yo,Herdegrize,Yopuka,950,46,50,200.0,47.92,852
Chichz,Herdegrize,Sacrogrito,1082,16,20,200.0,44.44,852
Syph,Brutas,Sram,953,31,30,200.0,50.82,851
Gamma-Soldier,Oshimo,Aniripsa,990,10,2,200.0,83.33,850
Hdzair,Herdegrize,Ocra,903,31,30,200.0,50.82,850
Sincerer,Grandapan,Aniripsa,826,22,18,200.0,55.0,850
Yanoshiro,Oshimo,Sram,867,43,46,200.0,48.31,850
Naowly,Terra Cogita,Feca,932,25,22,200.0,53.19,850
Paky-Guarda,Herdegrize,Xelor,958,64,74,200.0,46.38,850
Caulifla-Ssj,Dodge,Ocra,845,19,14,200.0,57.58,850
Ton-Beaufrere,Terra Cogita,Aniripsa,915,13,6,200.0,68.42,850
Vixza,Oshimo,Xelor,1038,12,8,200.0,60.0,850
Kroni-jr,Brutas,Zurcarak,897,22,18,200.0,55.0,850
Tankeray,Brutas,Pandawa,922,13,6,200.0,68.42,850
Mme-Marge,Terra Cogita,Yopuka,925,19,14,200.0,57.58,850
Krosty-verdedef,Brutas,Pandawa,927,22,18,200.0,55.0,850
Zaylih,Terra Cogita,Pandawa,900,70,82,200.0,46.05,850
Cash-ko,Terra Cogita,Sram,854,10,2,200.0,83.33,850
Dicetas,Oshimo,Ocra,842,10,2,200.0,83.33,850
Ethox,Brutas,Sram,834,10,2,200.0,83.33,850
Mestre-yoo,Brutas,Pandawa,913,10,2,200.0,83.33,850
Diamond-kitty,Brutas,Pandawa,933,16,10,200.0,61.54,850
Ridgway,Brutas,Sram,910,13,6,200.0,68.42,850
Ammorrtela,Herdegrize,Ocra,882,34,34,200.0,50.0,850
Yas-Tic,Terra Cogita,Anutrof,929,25,22,200.0,53.19,850
Ptas,Terra Cogita,Aniripsa,1061,20,19,200.0,51.28,849
Hk-Heroine,Oshimo,Ocra,978,15,12,200.0,55.56,849
Sacrirox-Sagneu,Terra Cogita,Sacrogrito,1001,11,4,200.0,73.33,849
Skilibidence,Oshimo,Sram,1109,5,6,200.0,45.45,849
Daboula,Oshimo,Pandawa,1025,13,8,200.0,61.9,848
Chronenette,Oshimo,Osamodas,1057,8,6,200.0,57.14,848
Swingfy,Dodge,Yopuka,963,9,1,200.0,90.0,843
All-moon,Brutas,Ocra,914,27,25,200.0,51.92,841
Amarre,Brutas,Ocra,922,9,1,200.0,90.0,838
Skulblack,Oshimo,Osamodas,1074,7,6,200.0,53.85,837
Zen-Lee,Terra Cogita,Zurcarak,952,30,29,200.0,50.85,836
Quetszal,Brutas,Sacrogrito,939,24,21,200.0,53.33,833
Healnemesis,Brutas,Aniripsa,1021,16,13,200.0,55.17,830
Niamh,Herdegrize,Yopuka,993,28,28,200.0,50.0,829
Kaydei,Herdegrize,Pandawa,996,49,56,200.0,46.67,828
Salledu,Herdegrize,Sacrogrito,1017,66,77,200.0,46.15,828
Asrock,Brutas,Ocra,944,15,11,200.0,57.69,828
Yadukekra,Terra Cogita,Yopuka,994,17,14,200.0,54.84,827
Cas-Phare,Oshimo,Steamer,986,12,6,200.0,66.67,827
Kara-ll,Herdegrize,Ocra,910,9,1,200.0,90.0,825
Redlbulls,Brutas,Ocra,901,12,5,200.0,70.59,825
Douggii,Terra Cogita,Tymador,929,15,9,200.0,62.5,825
Ktraba,Brutas,Pandawa,901,45,49,200.0,47.87,825
Ussy,Terra Cogita,Sacrogrito,975,9,1,200.0,90.0,825
Nirmal,Dodge,Yopuka,904,33,33,200.0,50.0,825
Arzeu-lol,Brutas,Yopuka,928,15,9,200.0,62.5,825
Sacrik,Brutas,Sacrogrito,909,12,5,200.0,70.59,825
Petit-loup,Herdegrize,Sram,945,66,77,200.0,46.15,825
Abnegation,Herdegrize,Ocra,867,57,65,200.0,46.72,825
Feu-dartifice,Herdegrize,Tymador,826,12,5,200.0,70.59,825
Tom-Misaki,Brutas,Feca,920,21,17,200.0,55.26,825
Primita,Terra Cogita,Yopuka,948,12,5,200.0,70.59,825
The-criminal,Terra Cogita,Yopuka,885,66,77,200.0,46.15,825
Pandi-stard,Grandapan,Pandawa,893,12,5,200.0,70.59,825
Zarel,Terra Cogita,Anutrof,919,18,13,200.0,58.06,825
Death-arrow,Grandapan,Ocra,875,42,45,200.0,48.28,825
Shield-crizu,Brutas,Feca,985,15,9,199.0,62.5,825
Bonepin,Brutas,Sram,898,51,57,200.0,47.22,825
Kervovic,Terra Cogita,Aniripsa,971,27,25,200.0,51.92,825
Persilet,Terra Cogita,Sadida,882,12,5,199.0,70.59,825
Travva,Brutas,Feca,854,9,1,200.0,90.0,825
Sacha-Inchi,Brutas,Sadida,890,9,1,200.0,90.0,825
Majkelele,Dodge,Sram,908,33,33,200.0,50.0,825
Ochojota-Kra,Dodge,Ocra,826,18,13,200.0,58.06,825
Bulletlost,Brutas,Ocra,870,21,17,200.0,55.26,825
Versolitaiire,Oshimo,Osamodas,931,12,5,200.0,70.59,825
Steven-yop,Dodge,Yopuka,846,33,33,200.0,50.0,825
George-Sand,Herdegrize,Yopuka,841,9,1,200.0,90.0,825
Burstealth,Dodge,Sram,879,12,5,200.0,70.59,825
Roxy-Kenn,Brutas,Feca,894,42,45,200.0,48.28,825
Wyzzar,Terra Cogita,Xelor,908,21,17,200.0,55.26,825
Hisokatheslayer,Oshimo,Sram,1029,9,6,200.0,60.0,824
Lo-cco,Herdegrize,Feca,996,27,25,200.0,51.92,822
Don-pronto,Oshimo,Ocra,919,42,50,200.0,45.65,820
Mizato-Katzurag,Brutas,Sram,965,11,4,200.0,73.33,820
Mr-Tini,Brutas,Yopuka,972,12,6,200.0,66.67,818
Tricky-Sleeks,Herdegrize,Sacrogrito,1003,30,31,200.0,49.18,817
Elitouche,Brutas,Zobal,1039,12,10,200.0,54.55,817
Dialgor,Terra Cogita,Xelor,1014,9,2,200.0,81.82,817
Fuyumii,Terra Cogita,Osamodas,992,19,16,200.0,54.29,814
Big-Grandfather,Dodge,Xelor,1026,17,13,200.0,56.67,813
Deos-Moz,Terra Cogita,Ocra,981,12,10,200.0,54.55,811
Docteur-noob,Oshimo,Aniripsa,1079,15,16,200.0,48.39,811
Alatadia,Brutas,Feca,978,14,8,200.0,63.64,809
Nacho-x,Brutas,Yopuka,969,11,5,200.0,68.75,808
Tanukinesis-x,Dodge,Ocra,927,16,11,200.0,59.26,808
Bhou-darkness,Herdegrize,Sacrogrito,1080,13,15,200.0,46.43,807
Akaishiin,Herdegrize,Zurcarak,974,28,32,200.0,46.67,805
Destroyer-b,Dodge,Pandawa,997,14,9,200.0,60.87,805
Bondage,Grandapan,Xelor,1027,11,6,200.0,64.71,804
Rohi,Herdegrize,Tymador,953,29,28,200.0,50.88,801
Estormi,Brutas,Ocra,937,17,13,200.0,56.67,801
Zephiramare,Herdegrize,Ocra,894,14,8,200.0,63.64,800
Xdark-robin,Herdegrize,Sadida,938,26,24,199.0,52.0,800
Felinflasque,Herdegrize,Zurcarak,935,71,84,200.0,45.81,800
Refractair,Terra Cogita,Ocra,883,32,32,200.0,50.0,800
Brandon-Mz,Dodge,Yopuka,895,11,4,200.0,73.33,800
Master-mask,Brutas,Zobal,911,14,8,200.0,63.64,800
Aioraus,Brutas,Zobal,869,14,8,199.0,63.64,800
Nao-bell,Brutas,Anutrof,921,32,32,200.0,50.0,800
Oswaldk,Grandapan,Feca,944,17,12,200.0,58.62,800
Gloxinia-lxl,Brutas,Aniripsa,1000,23,20,200.0,53.49,800
Inuyaxha,Grandapan,Pandawa,864,29,28,200.0,50.88,800
Dairene,Brutas,Tymador,922,20,16,200.0,55.56,800
Csejthe,Terra Cogita,Ocra,880,14,8,200.0,63.64,800
Jhelb-y,Herdegrize,Feca,954,17,12,200.0,58.62,800
Merlyin,Herdegrize,Feca,978,14,8,200.0,63.64,800
Xaon,Terra Cogita,Sadida,901,11,4,200.0,73.33,800
Musquetaru,Brutas,Yopuka,866,14,8,200.0,63.64,800
Anne-Onyme,Oshimo,Sram,918,23,20,200.0,53.49,800
Montepneu,Oshimo,Yopuka,900,11,4,200.0,73.33,800
Majestik,Grandapan,Ocra,902,17,12,200.0,58.62,800
Jiireenn,Terra Cogita,Sacrogrito,967,23,20,200.0,53.49,800
Ragnard-lodbrok,Terra Cogita,Aniripsa,900,11,4,200.0,73.33,800
Chote,Grandapan,Aniripsa,998,14,8,200.0,63.64,800
Yuzumas,Herdegrize,Sram,885,71,84,200.0,45.81,800
Flomdpa,Terra Cogita,Aniripsa,979,26,24,200.0,52.0,800
Groszkin,Grandapan,Pandawa,879,20,16,200.0,55.56,800
Isyna-ya,Terra Cogita,Sacrogrito,1021,36,46,200.0,43.9,799
Nucky-Proto,Dodge,Yopuka,1018,19,23,200.0,45.24,799
Zizoux,Herdegrize,Aniripsa,1028,16,13,200.0,55.17,798
Nas-Lee,Oshimo,Sram,989,22,21,200.0,51.16,796
Jtropbu,Oshimo,Pandawa,1022,11,7,200.0,61.11,794
Youskiller,Oshimo,Xelor,1041,9,5,200.0,64.29,794
Lancki-Dcopain,Herdegrize,Osamodas,1016,10,6,200.0,62.5,793
Pwince-maudit,Oshimo,Yopuka,1060,9,9,200.0,50.0,792
Poparch,Oshimo,Steamer,997,11,7,200.0,61.11,792
Rapidow,Herdegrize,Zurcarak,968,56,75,200.0,42.75,791
Ocamy,Terra Cogita,Zobal,1007,10,4,200.0,71.43,791
Kaito-Kide,Oshimo,Sacrogrito,1030,36,45,200.0,44.44,790
As-liloou,Herdegrize,Sram,965,31,32,200.0,49.21,788
Frappe-Atomique,Terra Cogita,Xelor,1013,8,2,200.0,80.0,787
Chowkela,Oshimo,Aniripsa,1027,9,2,200.0,81.82,783
Terfa,Brutas,Ocra,923,36,41,200.0,46.75,783
Vraatsug,Brutas,Sacrogrito,995,9,2,200.0,81.82,782
Gummybear,Dodge,Sadida,1002,61,75,200.0,44.85,781
Mandan,Brutas,Aniripsa,1066,11,8,200.0,57.89,781
Koddes,Oshimo,Sacrogrito,994,12,6,200.0,66.67,780
Drawei,Terra Cogita,Steamer,920,34,36,200.0,48.57,778
Temportivo,Oshimo,Pandawa,971,10,3,200.0,76.92,778
Juanitozz,Terra Cogita,Xelor,1016,24,26,200.0,48.0,776
Miss-Githany,Brutas,Pandawa,918,19,15,200.0,55.88,775
Laa-mascaraa,Brutas,Zobal,869,37,39,200.0,48.68,775
Chopopo,Brutas,Zurcarak,874,79,95,200.0,45.4,775
Lord-chu,Brutas,Yopuka,883,37,39,199.0,48.68,775
Doqa,Oshimo,Xelor,966,34,35,200.0,49.28,775
Pro-Tech,Terra Cogita,Feca,935,16,11,200.0,59.26,775
Sacriifor,Herdegrize,Sacrogrito,953,25,23,200.0,52.08,775
Elf-hashis,Grandapan,Sadida,879,16,11,200.0,59.26,775
Lepldusale,Terra Cogita,Sacrogrito,910,10,3,200.0,76.92,775
Balrinn,Terra Cogita,Anutrof,884,13,7,200.0,65.0,775
Bolosainj,Oshimo,Zurcarak,905,10,3,200.0,76.92,775
Bovin-Megazord,Oshimo,Aniripsa,978,13,7,200.0,65.0,775
Cargaura,Oshimo,Zobal,954,16,11,200.0,59.26,775
Nosl,Brutas,Sadida,861,13,7,200.0,65.0,775
Dalilo-Blue,Brutas,Ocra,885,16,11,200.0,59.26,775
Tlaco,Brutas,Aniripsa,888,13,7,200.0,65.0,775
Curios,Brutas,Zurcarak,884,19,15,200.0,55.88,775
Duchmoll,Oshimo,Sacrogrito,910,10,3,200.0,76.92,775
Japg-ll,Brutas,Yopuka,932,10,3,200.0,76.92,775
Ivanbabes,Grandapan,Sadida,871,22,19,200.0,53.66,775
Pupit-Master,Grandapan,Sadida,937,34,35,200.0,49.28,775
Raven-Raven,Brutas,Tymador,883,58,67,200.0,46.4,775
Tu-princesa,Brutas,Feca,930,31,31,200.0,50.0,775
Waver,Brutas,Zobal,898,10,3,200.0,76.92,775
Nabss,Oshimo,Sacrogrito,962,10,3,200.0,76.92,775
Fossa-dea,Brutas,Sadida,966,19,15,200.0,55.88,775
Erlyv,Brutas,Yopuka,971,12,6,200.0,66.67,774
Phyllalia,Terra Cogita,Sadida,1054,8,4,200.0,66.67,771
Tsukinoo,Brutas,Xelor,1051,8,4,200.0,66.67,770
Jazzhands,Dodge,Aniripsa,1055,10,4,200.0,71.43,766
Grenouillette,Herdegrize,Sram,988,28,29,200.0,49.12,765
Paypay-sonson,Herdegrize,Aniripsa,1023,11,5,200.0,68.75,765
Sir-icard,Terra Cogita,Zobal,1052,10,8,200.0,55.56,762
Flakiita,Oshimo,Sram,965,18,14,200.0,56.25,762
Frere-Crim,Oshimo,Sacrogrito,1000,22,20,200.0,52.38,761
Arrow-strike,Brutas,Ocra,933,38,50,200.0,43.18,757
Niro-Akhi,Oshimo,Pandawa,1001,9,3,200.0,75.0,757
Astator,Terra Cogita,Zurcarak,976,56,73,200.0,43.41,756
Randy-blythe,Brutas,Yopuka,951,9,2,200.0,81.82,753
Oolindre,Terra Cogita,Feca,1068,7,4,200.0,63.64,753
Tit-ania,Herdegrize,Yopuka,938,54,62,200.0,46.55,752
Ozeilles,Oshimo,Anutrof,1037,10,8,200.0,55.56,752
Alta-fe,Terra Cogita,Aniripsa,992,45,50,200.0,47.37,751
Eli-Mination,Oshimo,Sacrogrito,984,9,2,200.0,81.82,751
Thaurgot,Oshimo,Yopuka,913,27,26,200.0,50.94,750
El-Casbel,Brutas,Ocra,881,15,10,200.0,60.0,750
Arelys-l,Brutas,Tymador,879,15,10,200.0,60.0,750
Boboamm,Herdegrize,Aniripsa,883,21,18,200.0,53.85,750
Wen-Widoo,Terra Cogita,Ocra,895,15,10,199.0,60.0,750
Jteshield,Oshimo,Zobal,960,15,10,200.0,60.0,750
Zanginario,Brutas,Pandawa,924,54,62,200.0,46.55,750
Mm-Mwa,Oshimo,Xelor,949,12,6,200.0,66.67,750
Lucat-minnow,Terra Cogita,Zurcarak,833,30,30,200.0,50.0,750
Ayuwokin,Brutas,Xelor,928,36,38,200.0,48.65,750
Candy-Namite,Oshimo,Tymador,929,12,6,200.0,66.67,750
Shanito-Brok,Brutas,Anutrof,911,15,10,200.0,60.0,750
Crogoyofly,Oshimo,Aniripsa,985,33,34,200.0,49.25,750
Michelle-vedett,Oshimo,Feca,890,24,22,200.0,52.17,750
Gt-deuxrs,Herdegrize,Sram,954,9,2,200.0,81.82,750
Rex-xx,Brutas,Feca,942,33,34,200.0,49.25,750
